"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-4rbku5 4","css-4rbku5 href 7","css-901oao 7","css-4rbku5 href 8","css-9pa8cd src 2","css-4rbku5 href 9","css-9pa8cd src 3","css-901oao 8","css-901oao 9","css-901oao 10","css-4rbku5 href 10","css-901oao 11","css-901oao 12","css-4rbku5 5","css-4rbku5 href 11","css-901oao 13","r-1p0dtai src","css-9pa8cd src 4","css-901oao 15","css-4rbku5 href 16","css-901oao 16"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1615857843868995584","18 ene.","Hoy compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a una persona con 7 armas largas (AK-47) y cartuchos. La Policía de la Ciudad de México está alerta para sacar estas armas de las calles que tanto daño ocasionan.","","","","","","","https://twitter.com/OHarfuch/status/1615857843868995584/photo/1","https://pbs.twimg.com/media/FmyuJMHXoAEoUO_?format=jpg&name=small","https://twitter.com/OHarfuch/status/1615857843868995584/photo/2","https://pbs.twimg.com/media/FmyuJMHXEAAHcbj?format=jpg&name=360x360","267","1.022","4.258","https://twitter.com/OHarfuch/status/1615857843868995584/analytics","381,5 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1615481500845367296","17 ene.","Felicidades a","@Luis_R_Bucio","https://twitter.com/Luis_R_Bucio",", Subsecretario de","@SSPCMexico","https://twitter.com/SSPCMexico","y al General David Córdova de","","","; junto con la Secretaria","https://twitter.com/OHarfuch/status/1615481500845367296/photo/1","https://pbs.twimg.com/media/FmtX27KaAAMiqur?format=jpg&name=small","https://twitter.com/OHarfuch/status/1615481500845367296/photo/2","https://pbs.twimg.com/media/FmtX27NaAAY9ICu?format=jpg&name=small","68","193","968","https://twitter.com/OHarfuch/status/1615481500845367296/analytics","64,6 mil","cuentan con","@GN_MEXICO_","https://twitter.com/GN_MEXICO_","para trabajar por la seguridad del país y de nuestra CDMX.","","","","",""
"https://twitter.com/ApilakPricera","https://pbs.twimg.com/profile_images/1613151241139355648/nA4xDRpu_normal.jpg","https://twitter.com/ApilakPricera","Tweet promocionado","ApilakPricera","@ApilakPricera","","","Reloj cómodo y duradero: el cierre ajustable se adapta a cualquier muñeca.","soki-lumi-watch-cheap-mx.enaion.com/?utm_source=tw","https://t.co/xQ6C0S4LHu?twclid=2-29eiw6eajs6qxjqlqi20s54q5","…","","https://twitter.com/ApilakPricera/status/1672265440150667265/photo/1","","","","","https://twitter.com/ApilakPricera/status/1672265440150667265/analytics","https://pbs.twimg.com/media/Fpeh8c_XEAATCRY?format=jpg&name=120x120","","","1","4","","","13,1 mil","Promocionado","","","https://","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1613916992272228355","13 ene.","Se detuvo a una persona involucrada en el ataque contra","@CiroGomezL","https://twitter.com/CiroGomezL",", se trata de quien disparó y huyó en la motocicleta. Agradecemos el apoyo de","@FiscaliaMich","https://twitter.com/FiscaliaMich",",","#CNI","https://twitter.com/hashtag/CNI?src=hashtag_click",",","https://twitter.com/OHarfuch/status/1613916992272228355/photo/1","https://pbs.twimg.com/media/FmXI8tLWYAEsOVA?format=jpg&name=small","https://twitter.com/OHarfuch/status/1613916992272228355/photo/3","https://pbs.twimg.com/media/FmXI8tMWIAcc1Em?format=jpg&name=360x360","496","1.612","5.091","https://twitter.com/OHarfuch/status/1613916992272228355/analytics","359,7 mil",",","@SSeguridad_Mich","https://twitter.com/SSeguridad_Mich","y","","https://pbs.twimg.com/media/FmXI8tPWIAE0A9t?format=jpg&name=360x360","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1613709557804548096","12 ene.","Hace unos minutos","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX",",","","","y","","","","","1.592","3.644","8.492","https://twitter.com/Claudiashein/status/1613709557804548096/analytics","622,8 mil",", detuvieron en Michoacán al presunto responsable de disparar en contra de","@SEDENAmx","https://twitter.com/SEDENAmx","Se trata de la persona que iba de copiloto en la moto el día del atentado. Nuestro compromiso es acabar con la impunidad.","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1613591493700386819","12 ene.","En continuidad con las investigaciones del ataque a","@CiroGomezL","https://twitter.com/CiroGomezL","la","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","","",", en coordinación con","","","","","279","763","2.054","https://twitter.com/Claudiashein/status/1613591493700386819/analytics","149,7 mil","aseguraron dos vehículos relacionados con la célula delictiva, uno de ellos participó en la huida de los agresores. 
No habrá impunidad.","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1613224310876868644","11 ene.","Resultado de acciones realizadas en relación a la agresión a","@CiroGomezL","https://twitter.com/CiroGomezL",", elementos de","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","#CNI","https://twitter.com/hashtag/CNI?src=hashtag_click","y","","","","","516","1.789","6.231","https://twitter.com/OHarfuch/status/1613224310876868644/analytics","538,8 mil","detuvieron a 11 personas, aseguraron 11 armas cortas y largas, 2 granadas, cartuchos,más de 4 mil dosis de droga, 8 vehículos, 5 motocicletas y animales exóticos","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","","","","",""
"https://twitter.com/DITOGAMESch","https://pbs.twimg.com/profile_images/1606272174599421952/-bf3eG_a_normal.jpg","https://twitter.com/DITOGAMESch","Tweet promocionado","DITOGAMES","@DITOGAMESch","","","If you own a mouse, you will never turn off your computer again.","","","","","","navy.quest","","https://navy.quest/?r=twinq1wwd&twclid=275xh42q2u5718w4wn19wbtrna","Play for free. No Install.","https://twitter.com/DITOGAMESch/status/1673624459419467776/analytics","","","https://pbs.twimg.com/amplify_video_thumb/1673623033066450946/img/A_TJY1ip0lC0hFnh.jpg","785","157","424","","552,2 mil","Promocionado","","","","blob:https://twitter.com/eeab2191-c3b5-45d5-9fa8-312e329cfadb","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1613174544063234050","11 ene.","Mas información en la conferencia de prensa a las 0930 hrs.","","",", efectuaron 12 cateos simultáneos, hay 10 detenidos. Reitero, no habrá impunidad. En breve más información.","","","","","","","","","","","104","452","1.252","https://twitter.com/OHarfuch/status/1613174544063234050/analytics","267,8 mil","y","","","Citar Tweet","","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_mini.jpg",", con apoyo de","","@FiscaliaCDMX"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1611815207399051267","7 ene.","Por instrucciones de la Jefa de Gobierno","@Claudiashein","https://twitter.com/Claudiashein","actualizamos la lista de traslados a hospital con nombres de las víctimas y hacia donde son trasladados.","","","","","","","https://twitter.com/OHarfuch/status/1611815207399051267/photo/1","https://pbs.twimg.com/media/Fl5RYhFWYAMjKLt?format=jpg&name=small","","","334","1.230","1.619","https://twitter.com/OHarfuch/status/1611815207399051267/analytics","894,8 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1611778953735200768","7 ene.","Por instrucciones de","@Claudiashein","https://twitter.com/Claudiashein","compartimos el listado de personas lesionadas, atendidas y trasladadas al momento.","","","","","","","https://twitter.com/OHarfuch/status/1611778953735200768/photo/1","https://pbs.twimg.com/media/Fl4waf3aMAAPf80?format=jpg&name=small","","","702","2.206","3.161","https://twitter.com/OHarfuch/status/1611778953735200768/analytics","1,1 M","","","","","","","","",""
"https://twitter.com/CulturaColectiv","https://pbs.twimg.com/profile_images/1609977307111759873/i6T3eZkE_normal.jpg","https://twitter.com/CulturaColectiv","Tweet promocionado","Cultura Colectiva","@CulturaColectiv","","","Hace seis años que el último habitante se fue.","","","","","","Cheetos Mx","","","0:09","https://twitter.com/CulturaColectiv/status/1682948652891865088/analytics","https://pbs.twimg.com/media/EGdT2hiXYAENyj_.jpg","","https://pbs.twimg.com/profile_images/1638627834003374083/PTQAlEsD_mini.jpg","20","147","","","494,8 mil","Promocionado","","","El video se reproducirá después del anuncio","blob:https://twitter.com/f03e6942-4733-4d50-bc10-3186795a585f","https://pbs.twimg.com/media/EGdT2hiXYAENyj_.jpg","","",""
"https://twitter.com/martibatres","https://pbs.twimg.com/profile_images/874998965145677824/fSBT9WC2_normal.jpg","https://twitter.com/martibatres","Martí Batres","@martibatres","·","https://twitter.com/martibatres/status/1611758808602140675","7 ene.","Estamos ya en el lugar del incidente, nos reportan 10 lesionados trasladados a hospitales, 4 personas vivas prensadas que están siendo rescatadas y al parecer una persona fallecida. Seguiremos informando.","","","","","","","","","","https://twitter.com/martibatres/status/1611758808602140675/photo/1","https://pbs.twimg.com/media/Fl4eDmkakAAImme?format=jpg&name=small","","","5.711","2.557","5.381","https://twitter.com/martibatres/status/1611758808602140675/analytics","1,6 M","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1608253071200759808","28 dic. 2022","El día de hoy compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a esta persona por diversos abusos a personas que buscaban estacionarse en lugares permitidos, por favor si lo reconocen ayúdenos a denunciar.","","","","","","0:54","https://twitter.com/OHarfuch/status/1608253071200759808/photo/1","https://pbs.twimg.com/media/FlGppDLagAAUfel?format=jpg&name=small","","","1.024","3.600","8.058","https://twitter.com/OHarfuch/status/1608253071200759808/analytics","1,5 M","Franeleros violentan así a capitalinos y se adueñan de las calles de la","","","Citar Tweet","","https://pbs.twimg.com/profile_images/1290059307195670529/BniAB8VL_mini.jpg","#CDMX","","Video:"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1606666391314386944","24 dic. 2022","Resultado de meses de investigación y seguimiento,","@SSC_CDMX","https://twitter.com/SSC_CDMX","en coordinación con","@SEMAR_mx","https://twitter.com/SEMAR_mx","detuvieron a una persona en el","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","dedicado al robo a casa habitación en distintas alcaldías de la","https://twitter.com/OHarfuch/status/1606666391314386944/photo/1","https://pbs.twimg.com/media/FkwGkOoakAM9wUY?format=jpg&name=small","","","64","320","1.353","https://twitter.com/OHarfuch/status/1606666391314386944/analytics","107,7 mil",". Contaba ya con una orden de aprehensión misma que fue cumplimentada.","@AICM_mx","https://twitter.com/AICM_mx","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1605997437977382912","22 dic. 2022","Felicidades a mis 2 compañeros quienes representaron a nuestro país y a","@SSC_CDMX","https://twitter.com/SSC_CDMX","en el XlX Curso Nacional y X Curso Internacional de Buceo Táctico Policial con la","@PoliciaEcuador","https://twitter.com/PoliciaEcuador",". La capacitación constante es vital para mejorar la seguridad de la","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click",".","https://twitter.com/OHarfuch/status/1605997437977382912/photo/1","https://pbs.twimg.com/media/FkmmKBuVsAEDBfG?format=jpg&name=small","https://twitter.com/OHarfuch/status/1605997437977382912/photo/2","https://pbs.twimg.com/media/FkmmKCzUUAEeyan?format=jpg&name=small","76","187","1.659","https://twitter.com/OHarfuch/status/1605997437977382912/analytics","87,6 mil","","","","","","","","",""
"https://twitter.com/VIX","https://pbs.twimg.com/profile_images/1664293768424562690/bmp5XC4u_normal.jpg","https://twitter.com/VIX","Tweet promocionado","ViX","@VIX","https://twitter.com/hashtag/LaCasaDeLosFamososMx?src=hashtag_click","#LaCasaDeLosFamososMx","Dale","#ViX","https://twitter.com/hashtag/ViX?src=hashtag_click","y te recordaremos la Gala de eliminación de","","","vix.com","","https://vix.com/es-es/ondemandplus/preview?twclid=2-w1u0j2w01sor7lzj994jyqqq","Dale","https://twitter.com/VIX/status/1677438610860122113/analytics","","","https://pbs.twimg.com/amplify_video_thumb/1677420604922658817/img/71wRMoO0bNqVa2wE.jpg","170","168","3.067","","10,1 M","Promocionado","","","lo qué pasará con los famosos!","blob:https://twitter.com/7232495f-410c-4058-bc9a-87f06cd0d247","","cada domingo de julio, ¿Quién se salvará? ¡Descubre en","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1605759392124751873","21 dic. 2022","En","@Alcaldia_Coy","https://twitter.com/Alcaldia_Coy",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a dos personas quienes intentaron robar un vehículo; en coordinación con","","","se identificó que se encuentran relacionados con otros robos en la zona; está detención es relevante para disminuir los robos en la alcaldía","","https://pbs.twimg.com/ext_tw_video_thumb/1605759360935661569/pu/img/BD_RrxQcEm--L4Qg.jpg","","","114","507","1.998","https://twitter.com/OHarfuch/status/1605759392124751873/analytics","151,8 mil","0:27","@C5_CDMX","https://twitter.com/C5_CDMX","","blob:https://twitter.com/2b27a99a-6a5e-4168-ade5-96e914022690","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1605402353217290242","20 dic. 2022","Felicidades hoy en Su día del Policía a mujeres y hombres que todos los días se esfuerzan por mantener el orden en la CDMX. Gracias por demostrar el compañerismo tan fuerte hoy en nuestro evento para la Policía!","","","","","","","","","","https://twitter.com/OHarfuch/status/1605402353217290242/photo/1","https://pbs.twimg.com/media/FkeI7h9aYAAS25P?format=jpg&name=small","https://twitter.com/OHarfuch/status/1605402353217290242/photo/2","https://pbs.twimg.com/media/FkeI7h9akAAEHt1?format=jpg&name=small","126","194","1.835","https://twitter.com/OHarfuch/status/1605402353217290242/analytics","116,8 mil","","","","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1605051493194661888","19 dic. 2022","Tenemos a la mejor Policía del país, gracias por su trabajo durante este año.","","","","","","","","","","","https://pbs.twimg.com/amplify_video_thumb/1605048452739518466/img/tVHToxQCz-NOkWQ1.jpg","","","1.465","689","2.723","https://twitter.com/Claudiashein/status/1605051493194661888/analytics","341 mil","","","","","blob:https://twitter.com/afa711b4-20bd-4ef7-83c8-a0a18a4920f4","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1604788618622636033","19 dic. 2022","Informamos que hay 3 detenidos relacionados con el homicidio de 3 personas en un inmueble de la","","",". Primero fueron presentados como testigos y ya se encuentran en calidad de indiciados derivado de las investigaciones realizadas. Continuaremos informando","","","","#ColoniaRoma","https://twitter.com/hashtag/ColoniaRoma?src=hashtag_click","","","","","","444","1.935","10,2 mil","https://twitter.com/OHarfuch/status/1604788618622636033/analytics","1,3 M","","","","","","","","",""
